stop_id,stop_code,stop_name,stop_url,wheelchair,route_id,loc_type,service_id
"50187","50187",Gouin / Bohlé,http://m.stm.info/fr/horaires/arrets/50187/bus,"1","69","0",20M
"50188","50188",Gouin / Bohlé,http://m.stm.info/fr/horaires/arrets/50188/bus,"1","69","0",20M
"50189","50189",De Salaberry / Saint-Évariste,http://m.stm.info/fr/horaires/arrets/50189/bus,"1","180,365","0",20M
"50190","50190",De Salaberry / Saint-Évariste,http://m.stm.info/fr/horaires/arrets/50190/bus,"1","180,365","0",20M
"50191","50191",Gare Bois-Franc (Grenet / Ranger),http://m.stm.info/fr/horaires/arrets/50191/bus,"1","64,171,382,964","0",20M
"50192","50192",Grenet / Ranger,http://m.stm.info/fr/horaires/arrets/50192/bus,"1","64,170,382","0",20M
"50193","50193",Dudemaine / Grenet,http://m.stm.info/fr/horaires/arrets/50193/bus,"1","164","0",20M
"50194","50194",Dudemaine / Grenet,http://m.stm.info/fr/horaires/arrets/50194/bus,"1","164","0",20M
"50195","50195",O'Brien / De Salaberry,http://m.stm.info/fr/horaires/arrets/50195/bus,"1","117","0",20M
"50196","50196",De Salaberry / O'Brien,http://m.stm.info/fr/horaires/arrets/50196/bus,"1","180,365","0",20M
"50197","50197",O'Brien / De Salaberry,http://m.stm.info/fr/horaires/arrets/50197/bus,"1","117","0",20M
"50198","50198",De Salaberry / O'Brien,http://m.stm.info/fr/horaires/arrets/50198/bus,"1","180,365","0",20M
"50199","50199",Gouin / De Poutrincourt,http://m.stm.info/fr/horaires/arrets/50199/bus,"1","69","0",20M
"50200","50200",Gouin / De Poutrincourt,http://m.stm.info/fr/horaires/arrets/50200/bus,"1","69","0",20M
"50201","50201",Dudemaine / Michel-Sarrazin,http://m.stm.info/fr/horaires/arrets/50201/bus,"1","164","0",20M
"50202","50202",Dudemaine / Michel-Sarrazin,http://m.stm.info/fr/horaires/arrets/50202/bus,"1","164","0",20M
"50203","50203",De Salaberry / Guertin,http://m.stm.info/fr/horaires/arrets/50203/bus,"1","180,365","0",20M
"50204","50204",De Salaberry / Guertin,http://m.stm.info/fr/horaires/arrets/50204/bus,"1","180,365","0",20M
"50205","50205",Gouin / René-Guénette,http://m.stm.info/fr/horaires/arrets/50205/bus,"1","69","0",20M
"50206","50206",Gouin / Taylor,http://m.stm.info/fr/horaires/arrets/50206/bus,"1","69","0",20M
"50207","50207",Dudemaine / Robert-Giffard,http://m.stm.info/fr/horaires/arrets/50207/bus,"1","164","0",20M
"50208","50208",Dudemaine / Robert-Giffard,http://m.stm.info/fr/horaires/arrets/50208/bus,"1","164","0",20M
"50209","50209",de l'Acadie / Gouin,http://m.stm.info/fr/horaires/arrets/50209/bus,"1","69","0",20M
"50210","50210",de l'Acadie / Gouin,http://m.stm.info/fr/horaires/arrets/50210/bus,"1","69","0",20M
"50211","50211",Dudemaine / Saint-Évariste,http://m.stm.info/fr/horaires/arrets/50211/bus,"1","164","0",20M
"50212","50212",Dudemaine / Saint-Évariste,http://m.stm.info/fr/horaires/arrets/50212/bus,"1","164","0",20M
"50213","50213",O'Brien / Dudemaine,http://m.stm.info/fr/horaires/arrets/50213/bus,"1","117","0",20M
"50214","50214",Dudemaine / O'Brien,http://m.stm.info/fr/horaires/arrets/50214/bus,"1","164","0",20M
"50215","50215",O'Brien / Dudemaine,http://m.stm.info/fr/horaires/arrets/50215/bus,"1","117","0",20M
"50216","50216",Dudemaine / O'Brien,http://m.stm.info/fr/horaires/arrets/50216/bus,"1","164","0",20M
"50217","50217",De Salaberry / De Poutrincourt,http://m.stm.info/fr/horaires/arrets/50217/bus,"1","180,365","0",20M
"50218","50218",De Salaberry / De Poutrincourt,http://m.stm.info/fr/horaires/arrets/50218/bus,"1","180,365","0",20M
"50219","50219",de l'Acadie / Viel,http://m.stm.info/fr/horaires/arrets/50219/bus,"1","69","0",20M
"50220","50220",de l'Acadie / Viel,http://m.stm.info/fr/horaires/arrets/50220/bus,"1","69","0",20M
"50221","50221",de l'Acadie / Viel,http://m.stm.info/fr/horaires/arrets/50221/bus,"1","179","0",20M
"50222","50222",Dudemaine / Guertin,http://m.stm.info/fr/horaires/arrets/50222/bus,"1","164","0",20M
"50223","50223",Dudemaine / Guertin,http://m.stm.info/fr/horaires/arrets/50223/bus,"1","164","0",20M
"50224","50224",Valmont / Viel,http://m.stm.info/fr/horaires/arrets/50224/bus,"1","179,263","0",20M
"50225","50225",De Salaberry / Taylor,http://m.stm.info/fr/horaires/arrets/50225/bus,"1","180,263,365","0",20M
"50226","50226",De Salaberry / Taylor,http://m.stm.info/fr/horaires/arrets/50226/bus,"1","180,263,365","0",20M
"50227","50227",Dudemaine / Élie-Blanchard,http://m.stm.info/fr/horaires/arrets/50227/bus,"1","164","0",20M
"50228","50228",Dudemaine / Élie-Blanchard,http://m.stm.info/fr/horaires/arrets/50228/bus,"1","164","0",20M
"50229","50229",de l'Acadie / De Salaberry,http://m.stm.info/fr/horaires/arrets/50229/bus,"1","179","0",20M
"50230","50230",De Salaberry / de l'Acadie,http://m.stm.info/fr/horaires/arrets/50230/bus,"1","69","0",20M
"50231","50231",de l'Acadie / De Salaberry,http://m.stm.info/fr/horaires/arrets/50231/bus,"1","179","0",20M
"50232","50232",De Salaberry / Frigon,http://m.stm.info/fr/horaires/arrets/50232/bus,"1","180,365","0",20M
"50233","50233",de l'Acadie / De Salaberry,http://m.stm.info/fr/horaires/arrets/50233/bus,"1","179,365","0",20M
"50234","50234",De Salaberry / du Bois-de-Boulogne,http://m.stm.info/fr/horaires/arrets/50234/bus,"1","69","0",20M
"50235","50235",De Salaberry / Desenclaves,http://m.stm.info/fr/horaires/arrets/50235/bus,"1","69","0",20M
"50236","50236",Dudemaine / De Poutrincourt,http://m.stm.info/fr/horaires/arrets/50236/bus,"1","164","0",20M
"50237","50237",Dudemaine / De Poutrincourt,http://m.stm.info/fr/horaires/arrets/50237/bus,"1","164","0",20M
"50238","50238",De Salaberry / Poincaré,http://m.stm.info/fr/horaires/arrets/50238/bus,"1","69","0",20M
"50239","50239",De Salaberry / Poincaré,http://m.stm.info/fr/horaires/arrets/50239/bus,"1","69","0",20M
"50240","50240",Dudemaine / James-Morrice,http://m.stm.info/fr/horaires/arrets/50240/bus,"1","164","0",20M
"50241","50241",Dudemaine / James-Morrice,http://m.stm.info/fr/horaires/arrets/50241/bus,"1","164","0",20M
"50242","50242",de l'Acadie / de Louisbourg,http://m.stm.info/fr/horaires/arrets/50242/bus,"1","179,180,365","0",20M
"50243","50243",de l'Acadie / de Louisbourg,http://m.stm.info/fr/horaires/arrets/50243/bus,"1","179,180,365","0",20M
"50244","50244",Dudemaine / Pasteur,http://m.stm.info/fr/horaires/arrets/50244/bus,"1","164","0",20M
"50245","50245",Dudemaine / Pasteur,http://m.stm.info/fr/horaires/arrets/50245/bus,"1","164","0",20M
"50246","50246",de l'Acadie / Dudemaine,http://m.stm.info/fr/horaires/arrets/50246/bus,"1","179,180,263,365","0",20M
"50247","50247",Dudemaine / de l'Acadie,http://m.stm.info/fr/horaires/arrets/50247/bus,"1","164","0",20M
"50248","50248",Dudemaine / de l'Acadie,http://m.stm.info/fr/horaires/arrets/50248/bus,"1","164","0",20M
"50249","50249",de l'Acadie / Dudemaine,http://m.stm.info/fr/horaires/arrets/50249/bus,"1","179,180,263,365","0",20M
"50250","50250",Dudemaine / Laforest,http://m.stm.info/fr/horaires/arrets/50250/bus,"1","164","0",20M
"50251","50251",Aréna Marcelin-Wilson (de l'Acadie/C.-Gill),http://m.stm.info/fr/horaires/arrets/50251/bus,"1","179,180,263,365","0",20M
"50252","50252",de l'Acadie / Charles-Gill,http://m.stm.info/fr/horaires/arrets/50252/bus,"1","179,180,263,365","0",20M
"50253","50253",Gouin / Tanguay,http://m.stm.info/fr/horaires/arrets/50253/bus,"1","69","0",20M
"50254","50254",Gouin / Tanguay,http://m.stm.info/fr/horaires/arrets/50254/bus,"1","69","0",20M
"50255","50255",du Bois-de-Boulogne / Marie-Rollet,http://m.stm.info/fr/horaires/arrets/50255/bus,"1","164","0",20M
"50256","50256",du Bois-de-Boulogne / Marie-Rollet,http://m.stm.info/fr/horaires/arrets/50256/bus,"1","164","0",20M
"50257","50257",Gouin / Jeanne-Mance,http://m.stm.info/fr/horaires/arrets/50257/bus,"1","69","0",20M
"50258","50258",Gouin / Jeanne-Mance,http://m.stm.info/fr/horaires/arrets/50258/bus,"1","69","0",20M
"50259","50259",de l'Acadie / Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50259/bus,"1","179,365","0",20M
"50260","50260",Henri-Bourassa / de l'Acadie,http://m.stm.info/fr/horaires/arrets/50260/bus,"1","171,180,380","0",20M
"50261","50261",de l'Acadie / Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50261/bus,"1","179,365","0",20M
"50262","50262",Henri-Bourassa / de l'Acadie,http://m.stm.info/fr/horaires/arrets/50262/bus,"1","171,380","0",20M
"50263","50263",Henri-Bourassa / de l'Acadie,http://m.stm.info/fr/horaires/arrets/50263/bus,"1","171,180,380","0",20M
"50264","50264",Henri-Bourassa / Marcelin-Wilson,http://m.stm.info/fr/horaires/arrets/50264/bus,"1","171,180,380","0",20M
"50265","50265",Henri-Bourassa / Marcelin-Wilson,http://m.stm.info/fr/horaires/arrets/50265/bus,"1","171,180,380","0",20M
"50266","50266",Gouin / Meunier,http://m.stm.info/fr/horaires/arrets/50266/bus,"1","69","0",20M
"50267","50267",Gouin / Meunier,http://m.stm.info/fr/horaires/arrets/50267/bus,"1","69","0",20M
"50268","50268",Henri-Bourassa / du Bois-de-Boulogne,http://m.stm.info/fr/horaires/arrets/50268/bus,"1","164,171,180,380","0",20M
"50269","50269",du Bois-de-Boulogne / Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50269/bus,"1","164","0",20M
"50270","50270",Collège de Bois-de-Boulogne,http://m.stm.info/fr/horaires/arrets/50270/bus,"1","164,171,180,380","0",20M
"50271","50271",Gouin / Waverly,http://m.stm.info/fr/horaires/arrets/50271/bus,"1","69","0",20M
"50272","50272",Gouin / Waverly,http://m.stm.info/fr/horaires/arrets/50272/bus,"1","69","0",20M
"50273","50273",de l'Acadie / de Persillier,http://m.stm.info/fr/horaires/arrets/50273/bus,"1","179,365","0",20M
"50274","50274",Gouin / Clark,http://m.stm.info/fr/horaires/arrets/50274/bus,"1","69","0",20M
"50275","50275",Gouin / Clark,http://m.stm.info/fr/horaires/arrets/50275/bus,"1","69","0",20M
"50276","50276",Meilleur / Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50276/bus,"1","180","0",20M
"50277","50277",Henri-Bourassa / Meilleur,http://m.stm.info/fr/horaires/arrets/50277/bus,"1","164,171,380","0",20M
"50278","50278",SAAQ (Henri-Bourassa / Meilleur),http://m.stm.info/fr/horaires/arrets/50278/bus,"1","164,171,180,380","0",20M
"50279","50279",Henri-Bourassa / Tanguay,http://m.stm.info/fr/horaires/arrets/50279/bus,"1","164,171,380","0",20M
"50280","50280",Henri-Bourassa / Tanguay,http://m.stm.info/fr/horaires/arrets/50280/bus,"1","164,171,380","0",20M
"50281","50281",Saint-Laurent / Gouin,http://m.stm.info/fr/horaires/arrets/50281/bus,"1","69","0",20M
"50282","50282",Saint-Laurent / Gouin,http://m.stm.info/fr/horaires/arrets/50282/bus,"1","69","0",20M
"50283","50283",Henri-Bourassa / Jeanne-Mance,http://m.stm.info/fr/horaires/arrets/50283/bus,"1","164,171,380","0",20M
"50284","50284",Henri-Bourassa / Jeanne-Mance,http://m.stm.info/fr/horaires/arrets/50284/bus,"1","164,171,380","0",20M
"50285","50285",Henri-Bourassa / Meunier,http://m.stm.info/fr/horaires/arrets/50285/bus,"1","164,171,380","0",20M
"50286","50286",Henri-Bourassa / Meunier,http://m.stm.info/fr/horaires/arrets/50286/bus,"1","164,171,380","0",20M
"50287","50287",Henri-Bourassa / Waverly,http://m.stm.info/fr/horaires/arrets/50287/bus,"1","135,164,171,380","0",20M
"50288","50288",Henri-Bourassa / Waverly,http://m.stm.info/fr/horaires/arrets/50288/bus,"1","164,171,380","0",20M
"50289","50289",Meilleur / Prieur,http://m.stm.info/fr/horaires/arrets/50289/bus,"1","180","0",20M
"50290","50290",Hogue / Prieur,http://m.stm.info/fr/horaires/arrets/50290/bus,"1","180","0",20M
"50291","50291",Saint-Laurent / Lighthall,http://m.stm.info/fr/horaires/arrets/50291/bus,"1","69","0",20M
"50292","50292",de l'Acadie / du Liban,http://m.stm.info/fr/horaires/arrets/50292/bus,"1","179,365","0",20M
"50293","50293",de l'Acadie / Olivier-Berthelet,http://m.stm.info/fr/horaires/arrets/50293/bus,"1","179,365","0",20M
"50294","50294",Saint-Laurent / Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50294/bus,"1","55,363","0",20M
"50295","50295",Henri-Bourassa / Saint-Laurent,http://m.stm.info/fr/horaires/arrets/50295/bus,"1","69,164,171,380","0",20M
"50296","50296",Henri-Bourassa / Saint-Laurent,http://m.stm.info/fr/horaires/arrets/50296/bus,"1","164,171,380","0",20M
"50297","50297",Henri-Bourassa / Saint-Laurent,http://m.stm.info/fr/horaires/arrets/50297/bus,"1","69,164,171,380","0",20M
"50298","50298",Saint-Laurent / Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50298/bus,"1","55,135,363","0",20M
"50299","50299",Henri-Bourassa / Laverdure,http://m.stm.info/fr/horaires/arrets/50299/bus,"1","55,69,164,171,363,380","0",20M
"50300","50300",Henri-Bourassa / Laverdure,http://m.stm.info/fr/horaires/arrets/50300/bus,"1","55,69,164,171,363,380","0",20M
"50301","50301",Station Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50301/bus,"1","55,69,164,171,363,380","0",20M
"50302","50302",Fleury / Hogue,http://m.stm.info/fr/horaires/arrets/50302/bus,"1","180","0",20M
"50303","50303",Station Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50303/bus,"1","55,69,164,171,363,380","0",20M
"50304","50304",Station Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50304/bus,"1","31,361","0",20M
"50305","50305",Station Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50305/bus,"1","31,361","0",20M
"50306","50306",Station Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50306/bus,"1","69,380","0",20M
"50307","50307",Station Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50307/bus,"1","69,380","0",20M
"50308","50308",Meilleur / du Mont-Cassin,http://m.stm.info/fr/horaires/arrets/50308/bus,"1","146","0",20M
"50309","50309",Saint-Laurent / Prieur,http://m.stm.info/fr/horaires/arrets/50309/bus,"1","55,363","0",20M
"50310","50310",Saint-Laurent / Prieur,http://m.stm.info/fr/horaires/arrets/50310/bus,"1","55,363","0",20M
"50311","50311",Fleury / Jeanne-Mance,http://m.stm.info/fr/horaires/arrets/50311/bus,"1","180","0",20M
"50313","50313",Station Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50313/bus,"1","48","0",20M
"50314","50314",Millen / des Petits-Chars,http://m.stm.info/fr/horaires/arrets/50314/bus,"1","31,55","0",20M
"50315","50315",Fleury / Tolhurst,http://m.stm.info/fr/horaires/arrets/50315/bus,"1","180","0",20M
"50316","50316",Henri-Bourassa / Saint-Hubert,http://m.stm.info/fr/horaires/arrets/50316/bus,"1","69,380","0",20M
"50317","50317",Henri-Bourassa / Saint-Hubert,http://m.stm.info/fr/horaires/arrets/50317/bus,"1","69,380","0",20M
"50318","50318",Saint-Hubert / Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50318/bus,"1","30,56","0",20M
"50319","50319",Fleury / de l'Esplanade,http://m.stm.info/fr/horaires/arrets/50319/bus,"1","180","0",20M
"50320","50320",Fleury / de l'Esplanade,http://m.stm.info/fr/horaires/arrets/50320/bus,"1","180","0",20M
"50321","50321",Henri-Bourassa / Georges-Baril,http://m.stm.info/fr/horaires/arrets/50321/bus,"1","69,380","0",20M
"50322","50322",Fleury / Saint-Urbain,http://m.stm.info/fr/horaires/arrets/50322/bus,"1","180","0",20M
"50323","50323",Fleury / Saint-Urbain,http://m.stm.info/fr/horaires/arrets/50323/bus,"1","180","0",20M
"50324","50324",de l'Acadie / Sauvé,http://m.stm.info/fr/horaires/arrets/50324/bus,"1","179,365","0",20M
"50325","50325",Sauvé / de l'Acadie (côté est),http://m.stm.info/fr/horaires/arrets/50325/bus,"1","121,378","0",20M
"50326","50326",de l'Acadie / Sauvé,http://m.stm.info/fr/horaires/arrets/50326/bus,"1","179,365","0",20M
"50328","50328",Sauvé / de l'Acadie,http://m.stm.info/fr/horaires/arrets/50328/bus,"1","121,378","0",20M
"50329","50329",de l'Acadie / Sauvé,http://m.stm.info/fr/horaires/arrets/50329/bus,"1","179,365","0",20M
"50330","50330",Sauvé / de l'Acadie (Côté ouest),http://m.stm.info/fr/horaires/arrets/50330/bus,"1","121,378","0",20M
"50331","50331",de l'Acadie / de Port-Royal,http://m.stm.info/fr/horaires/arrets/50331/bus,"2","179,365","0",20M
"50332","50332",Berri / Prieur,http://m.stm.info/fr/horaires/arrets/50332/bus,"1","31,361","0",20M
"50333","50333",Henri-Bourassa / De La Roche,http://m.stm.info/fr/horaires/arrets/50333/bus,"1","69,146,380","0",20M
"50334","50334",Lajeunesse / Prieur,http://m.stm.info/fr/horaires/arrets/50334/bus,"1","31,361","0",20M
"50335","50335",Henri-Bourassa / Chambord,http://m.stm.info/fr/horaires/arrets/50335/bus,"1","69,146,380","0",20M
"50336","50336",Saint-Laurent / Fleury,http://m.stm.info/fr/horaires/arrets/50336/bus,"1","55,363","0",20M
"50337","50337",Fleury / Saint-Laurent,http://m.stm.info/fr/horaires/arrets/50337/bus,"1","180","0",20M
"50338","50338",Saint-Laurent / Fleury,http://m.stm.info/fr/horaires/arrets/50338/bus,"1","55,363","0",20M
"50339","50339",Fleury / Saint-Laurent,http://m.stm.info/fr/horaires/arrets/50339/bus,"1","180","0",20M
"50340","50340",Meilleur / Sauvé,http://m.stm.info/fr/horaires/arrets/50340/bus,"1","146","0",20M
"50341","50341",Sauvé / Meilleur,http://m.stm.info/fr/horaires/arrets/50341/bus,"1","121,378","0",20M
"50342","50342",Sauvé / Meilleur,http://m.stm.info/fr/horaires/arrets/50342/bus,"1","121,378","0",20M
"50343","50343",Meilleur / Sauvé,http://m.stm.info/fr/horaires/arrets/50343/bus,"1","146","0",20M
"50344","50344",Saint-Hubert / Prieur,http://m.stm.info/fr/horaires/arrets/50344/bus,"1","30,56","0",20M
"50345","50345",Saint-Hubert / Prieur,http://m.stm.info/fr/horaires/arrets/50345/bus,"2","30,56","0",20M
"50346","50346",Sauvé / Verville,http://m.stm.info/fr/horaires/arrets/50346/bus,"1","121,378","0",20M
"50347","50347",Fleury / D'Auteuil,http://m.stm.info/fr/horaires/arrets/50347/bus,"1","180","0",20M
"50348","50348",Fleury / D'Auteuil,http://m.stm.info/fr/horaires/arrets/50348/bus,"1","180","0",20M
"50349","50349",Christophe-Colomb / Henri-Bourassa,http://m.stm.info/fr/horaires/arrets/50349/bus,"1","146","0",20M
"50350","50350",Henri-Bourassa / Christophe-Colomb,http://m.stm.info/fr/horaires/arrets/50350/bus,"1","48,49,69,380","0",20M
"50351","50351",Henri-Bourassa / Christophe-Colomb,http://m.stm.info/fr/horaires/arrets/50351/bus,"1","48,49,69,146,380","0",20M
"50353","50353",Sauvé / Tolhurst,http://m.stm.info/fr/horaires/arrets/50353/bus,"1","121,378","0",20M
"50354","50354",Sauvé / Tolhurst,http://m.stm.info/fr/horaires/arrets/50354/bus,"1","121,378","0",20M
"50355","50355",Saint-Laurent / Sauriol,http://m.stm.info/fr/horaires/arrets/50355/bus,"1","55,363","0",20M
"50356","50356",Saint-Laurent / Sauriol,http://m.stm.info/fr/horaires/arrets/50356/bus,"1","55,363","0",20M
"50357","50357",Fleury / Lajeunesse,http://m.stm.info/fr/horaires/arrets/50357/bus,"1","41,140","0",20M
"50358","50358",Berri / Fleury,http://m.stm.info/fr/horaires/arrets/50358/bus,"1","31,361","0",20M
"50359","50359",Fleury / Berri,http://m.stm.info/fr/horaires/arrets/50359/bus,"1","180","0",20M
"50360","50360",Lajeunesse / Fleury,http://m.stm.info/fr/horaires/arrets/50360/bus,"1","31,140,361","0",20M
"50361","50361",Charles-De La Tour / de Louvain,http://m.stm.info/fr/horaires/arrets/50361/bus,"1","19,54","0",20M
"50362","50362",de Louvain / Charles-De La Tour,http://m.stm.info/fr/horaires/arrets/50362/bus,"1","54","0",20M
"50363","50363",Henri-Bourassa / Hamel,http://m.stm.info/fr/horaires/arrets/50363/bus,"1","69,380","0",20M
"50364","50364",Henri-Bourassa / Hamel,http://m.stm.info/fr/horaires/arrets/50364/bus,"1","69,380","0",20M
"50365","50365",Sauvé / de l'Esplanade,http://m.stm.info/fr/horaires/arrets/50365/bus,"1","121,378","0",20M
